Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
11/27/16,2564,2723,0,6560,76,1690,358329,656,1817,554,0,66,54%,2.8,0:02:44,0,0,0,0%,4998,3758,889,762,511,429,162,95,4785,0.72s,62%,2.4,0:02:12
11/28/16,4254,4616,0,14583,1037,2426,884659,1438,6400,1206,0,1037,40%,4.5,0:04:36,0,0,0,0%,11252,7444,1405,1077,1654,1116,272,188,10767,0.63s,53%,3.2,0:03:12
11/29/16,4181,4462,0,13466,1110,2420,770376,1309,6034,1133,0,1110,40%,4.6,0:04:34,0,0,0,0%,10421,7084,1358,1118,1448,1097,239,158,9929,0.66s,54%,3,0:02:53
11/30/16,4062,4322,0,12944,725,2315,779504,1280,4757,1117,0,503,42%,3.7,0:04:31,0,0,0,0%,10082,6819,1303,1081,1357,1007,202,141,9574,0.62s,54%,3,0:03:00
12/1/16,3950,4229,0,12283,767,2410,750799,1251,5301,1070,0,767,45%,4.2,0:04:59,0,0,0,0%,9559,6546,1275,1112,1205,891,244,165,9073,0.67s,57%,2.9,0:02:58
12/2/16,3683,3941,0,11034,680,2255,647922,1167,4100,1010,0,558,45%,3.5,0:04:07,0,0,0,0%,8614,5965,1174,954,1019,771,227,155,8227,0.63s,57%,2.8,0:02:44
12/3/16,2555,2711,0,5641,50,1742,331731,665,1576,579,0,22,57%,2.4,0:02:39,0,0,0,0%,4343,3332,782,657,413,363,103,73,4131,0.81s,64%,2.1,0:02:02
12/4/16,2641,2770,0,6184,86,1746,318737,616,1553,549,0,35,54%,2.5,0:02:30,0,0,0,0%,4801,3651,785,684,513,414,85,59,4588,0.8s,63%,2.2,0:01:55
12/5/16,4193,4448,0,13320,942,2426,838536,1321,5717,1152,0,942,42%,4.3,0:04:59,0,0,0,0%,10053,6762,1615,1374,1419,1045,233,159,9608,0.66s,55%,3,0:03:09
12/6/16,4043,4377,0,12716,802,2444,825630,1386,4917,1175,0,489,43%,3.5,0:04:32,0,0,0,0%,9760,6684,1337,1150,1364,1005,255,162,9395,0.66s,56%,2.9,0:03:09
12/7/16,4172,4481,0,14680,1109,2433,880493,1360,5484,1162,0,977,41%,4,0:04:57,0,0,0,0%,10386,6985,2706,2476,1345,1006,243,174,9852,0.67s,54%,3.3,0:03:16
12/8/16,4246,4608,0,13710,886,2526,955536,1489,6471,1257,0,886,44%,4.3,0:05:19,0,0,0,0%,10775,7144,1456,1237,1247,908,232,154,10364,0.74s,55%,3,0:03:27
12/9/16,3486,3740,0,10890,756,2081,652572,1142,3320,971,0,139,45%,2.9,0:03:28,0,0,0,0%,8471,5689,1158,990,1026,743,235,137,8048,0.66s,56%,2.9,0:02:54
12/10/16,2295,2444,0,5505,57,1536,296317,634,1646,545,0,43,55%,2.6,0:03:00,0,0,0,0%,4380,3221,600,529,453,381,72,46,4181,0.77s,63%,2.3,0:02:01
12/11/16,2610,2753,0,6192,57,1745,342136,632,1787,547,0,57,53%,2.8,0:03:26,0,0,0,0%,4937,3692,696,598,475,414,84,58,4671,0.8s,63%,2.2,0:02:04
12/12/16,3974,4293,0,12801,779,2370,750771,1309,5785,1103,0,779,42%,4.4,0:05:02,0,0,0,0%,9980,6805,1213,1040,1307,949,301,189,9557,0.64s,55%,3,0:02:55
12/13/16,3704,3951,0,11546,784,2216,728110,1135,4965,980,0,784,44%,4.4,0:05:23,0,0,0,0%,9036,6028,1184,1023,1138,824,188,142,8553,0.64s,56%,2.9,0:03:04
12/14/16,4399,4686,0,12206,533,2801,764369,1258,4799,1073,0,533,45%,3.8,0:04:33,0,0,0,0%,9277,6636,1467,1216,1259,957,203,146,8866,0.67s,60%,2.6,0:02:43
12/15/16,3811,4081,0,11825,754,2254,763191,1230,5252,1082,0,754,43%,4.3,0:05:37,0,0,0,0%,9144,6165,1207,972,1264,889,210,151,8703,0.65s,55%,2.9,0:03:07
12/16/16,4026,4264,0,10952,916,2695,684990,1091,4716,962,0,916,47%,4.3,0:05:08,0,0,0,0%,8554,5937,1113,944,1032,742,253,155,8189,0.66s,63%,2.6,0:02:41
12/17/16,2818,2953,0,6159,63,1961,398124,591,1471,529,0,39,57%,2.5,0:03:08,0,0,0,0%,4863,3828,760,685,442,379,94,56,4675,0.83s,66%,2.1,0:02:15
12/18/16,2491,2649,0,5874,56,1663,330252,609,1602,529,0,37,53%,2.6,0:02:47,0,0,0,0%,4712,3533,630,547,467,399,65,51,4471,0.82s,63%,2.2,0:02:05
12/19/16,4038,4344,0,11854,807,2526,769466,1202,4587,1023,0,807,43%,3.8,0:04:34,0,0,0,0%,9225,6471,1188,982,1208,893,233,173,8812,0.68s,58%,2.7,0:02:57
12/20/16,3702,3999,0,11541,705,2221,728902,1199,4490,1015,0,705,44%,3.7,0:04:44,0,0,0,0%,8846,6082,1274,1065,1213,839,208,164,8451,0.68s,56%,2.9,0:03:02
12/21/16,3936,4191,0,11750,718,2503,763526,1142,4708,979,0,718,46%,4.1,0:05:09,0,0,0,0%,9338,6297,1148,926,1000,753,264,180,8942,0.68s,60%,2.8,0:03:02
12/22/16,3831,4077,0,11407,809,2456,731540,1029,4828,887,0,809,45%,4.7,0:05:18,0,0,0,0%,9159,6072,1144,980,927,686,177,125,8755,0.68s,60%,2.8,0:02:59
12/23/16,3089,3318,0,7784,228,2072,485682,887,2479,754,0,42,52%,2.8,0:03:08,0,0,0,0%,6231,4716,855,777,582,477,116,74,5967,0.74s,62%,2.3,0:02:26
12/24/16,2272,2382,0,4612,34,1645,260470,478,1235,418,0,34,61%,2.6,0:03:15,0,0,0,0%,3704,2856,573,502,256,204,79,46,3565,0.75s,69%,1.9,0:01:49
12/25/16,2310,2423,0,4953,184,1691,288122,455,1054,402,0,28,60%,2.3,0:02:26,0,0,0,0%,3729,2911,925,834,259,207,40,24,3577,0.79s,70%,2,0:01:59
12/26/16,3972,4229,0,8959,71,2765,483944,943,2474,827,0,56,53%,2.6,0:02:47,0,0,0,0%,7288,5649,1013,879,541,479,117,83,6949,0.81s,65%,2.1,0:01:54
12/27/16,4603,4932,0,13445,728,2920,748824,1302,5160,1127,0,728,47%,4,0:04:22,0,0,0,0%,10698,7446,1209,1039,1237,896,301,187,10201,0.73s,59%,2.7,0:02:32
12/28/16,4607,4898,0,13193,668,2824,825973,1249,4839,1091,0,668,47%,3.9,0:04:24,0,0,0,0%,10222,7292,1463,1190,1232,908,276,195,9779,0.71s,58%,2.7,0:02:49
12/29/16,4273,4587,0,13039,723,2600,824975,1310,5282,1107,0,723,45%,4,0:05:10,0,0,0,0%,10177,6948,1406,1206,1202,856,254,176,9598,0.71s,57%,2.8,0:03:00
12/30/16,3794,4068,0,10775,608,2407,682049,1167,4177,1013,0,608,51%,3.6,0:04:37,0,0,0,0%,8607,6049,1000,832,1001,752,167,109,8152,0.78s,59%,2.6,0:02:48
12/31/16,2910,3062,0,6496,139,2021,336321,666,1610,587,0,23,57%,2.4,0:02:48,0,0,0,0%,5188,3997,708,630,480,393,120,66,4959,0.81s,66%,2.1,0:01:50
1/1/17,3012,3186,0,6829,55,2069,335316,684,1645,595,0,19,56%,2.4,0:02:23,0,0,0,0%,5655,4305,629,525,429,364,116,79,5402,0.77s,65%,2.1,0:01:45
1/2/17,4791,5101,0,11858,66,3185,622099,1252,3449,1098,0,32,50%,2.8,0:02:38,0,0,0,0%,9542,7294,1137,988,973,774,206,130,9145,0.73s,62%,2.3,0:02:02
1/3/17,5122,5547,0,16683,1040,2964,1060513,1679,7299,1397,0,1040,42%,4.3,0:04:54,0,0,0,0%,12890,8894,1632,1340,1782,1316,379,255,12294,0.68s,53%,3,0:03:11
1/4/17,4851,5222,0,16293,1072,2751,1011211,1573,7370,1350,0,1072,41%,4.7,0:05:04,0,0,0,0%,12674,8479,1609,1349,1715,1238,295,195,12080,0.64s,53%,3.1,0:03:14
1/5/17,4568,4864,0,14883,1076,2631,939974,1450,6332,1274,0,1076,43%,4.4,0:04:59,0,0,0,0%,11617,7614,1408,1185,1575,1117,283,199,10980,0.83s,54%,3.1,0:03:13
1/6/17,4113,4389,0,13378,1003,2445,788448,1277,5225,1103,0,664,45%,4.1,0:05:14,0,0,0,0%,9582,6622,2323,2103,1254,964,219,155,9111,0.72s,56%,3,0:03:00
1/7/17,3216,3391,0,7695,112,2151,486446,737,1945,653,0,38,56%,2.6,0:03:16,0,0,0,0%,5987,4450,973,889,614,532,121,80,5752,0.84s,63%,2.3,0:02:23
1/8/17,2909,3065,0,6951,51,1820,389163,683,1784,602,0,35,49%,2.6,0:02:46,0,0,0,0%,5450,4184,738,634,658,562,105,86,5249,0.84s,59%,2.3,0:02:07
1/9/17,4781,5105,0,15328,867,2712,969750,1455,6317,1266,0,867,41%,4.3,0:04:53,0,0,0,0%,11681,8056,1516,1266,1774,1279,357,238,11097,0.72s,53%,3,0:03:10
1/10/17,4664,5014,0,15046,896,2650,888404,1522,6565,1318,0,896,42%,4.3,0:04:50,0,0,0,0%,11378,7777,1601,1336,1707,1214,360,236,10840,0.69s,53%,3,0:02:57
1/11/17,4753,5128,0,15202,894,2700,1034776,1562,6744,1324,0,894,41%,4.3,0:05:18,0,0,0,0%,11607,7890,1397,1201,1905,1359,293,192,11089,0.71s,53%,3,0:03:22
1/12/17,4912,5282,0,15408,739,2812,938830,1587,6439,1363,0,739,41%,4.1,0:04:59,0,0,0,0%,11632,8008,1647,1391,1853,1316,276,194,11071,0.69s,53%,2.9,0:02:58
1/13/17,4319,4607,0,13327,684,2474,886384,1341,4704,1154,0,684,44%,3.5,0:04:13,0,0,0,0%,10070,7001,1596,1366,1426,1047,235,170,9642,0.71s,54%,2.9,0:03:12
1/14/17,3064,3239,0,7293,41,1891,416695,755,1885,674,0,38,53%,2.5,0:02:50,0,0,0,0%,5677,4318,890,764,625,537,101,72,5413,0.85s,58%,2.3,0:02:09
1/15/17,3422,3598,0,8326,215,2202,478111,810,2166,720,0,49,53%,2.7,0:03:16,0,0,0,0%,6214,4737,1319,1175,688,574,105,68,5890,0.9s,61%,2.3,0:02:13
1/16/17,4360,4649,0,11654,152,2664,717529,1254,3771,1083,0,87,46%,3,0:03:26,0,0,0,0%,8603,6536,1791,1560,1037,881,223,158,8209,0.77s,57%,2.5,0:02:34
1/17/17,5033,5375,0,16310,985,2840,1000396,1609,7001,1409,0,985,43%,4.4,0:04:55,0,0,0,0%,12325,8375,1844,1560,1746,1302,395,269,11794,0.7s,53%,3,0:03:06
1/18/17,4969,5332,0,16410,897,2816,1028671,1568,5474,1331,0,541,42%,3.5,0:04:08,0,0,0,0%,11593,7987,2782,2392,1759,1266,276,205,11088,0.69s,53%,3.1,0:03:13
1/19/17,4963,5331,0,15672,817,2859,1041696,1554,6564,1317,0,817,42%,4.2,0:04:47,0,0,0,0%,11730,7940,2007,1679,1709,1256,226,168,11222,0.67s,54%,2.9,0:03:15
1/20/17,4296,4631,0,13077,860,2590,832579,1387,5716,1171,0,860,44%,4.1,0:05:02,0,0,0,0%,9977,6888,1443,1225,1405,1072,252,178,9536,0.71s,56%,2.8,0:03:00
1/21/17,2996,3138,0,7623,43,1805,461445,798,2272,711,0,43,49%,2.8,0:03:32,0,0,0,0%,5903,4388,831,662,714,583,175,108,5611,0.83s,58%,2.4,0:02:27
1/22/17,3338,3525,0,8070,54,2088,463029,807,2147,716,0,54,50%,2.7,0:03:03,0,0,0,0%,6350,4709,849,723,771,638,100,74,6066,0.79s,59%,2.3,0:02:11
1/23/17,5224,5547,0,16472,882,2904,1026720,1587,6770,1405,0,882,39%,4.3,0:04:50,0,0,0,0%,12543,8561,1713,1414,1974,1426,242,179,12008,0.7s,52%,3,0:03:05
1/24/17,5402,5740,0,16111,714,3069,1030494,1571,6276,1368,0,714,41%,4,0:04:39,0,0,0,0%,12138,8527,1744,1430,1898,1400,331,215,11639,0.68s,53%,2.8,0:03:00
1/25/17,4928,5297,0,15657,770,2713,1002750,1628,5684,1406,0,530,42%,3.5,0:04:08,0,0,0,0%,11703,8180,1703,1410,1862,1380,389,262,11221,0.68s,51%,3,0:03:09
1/26/17,4463,4804,0,15119,874,2414,1039729,1595,6545,1386,0,874,40%,4.1,0:05:24,0,0,0,0%,10920,7280,2008,1725,1813,1349,378,240,10371,0.72s,50%,3.1,0:03:36
1/27/17,4559,4872,0,13716,795,2594,822449,1423,5731,1225,0,795,43%,4,0:04:20,0,0,0,0%,10136,7100,1583,1304,1743,1261,254,179,9664,0.76s,53%,2.8,0:02:49
1/28/17,2882,3061,0,7344,51,1721,409804,795,2193,705,0,51,50%,2.8,0:02:39,0,0,0,0%,5684,4271,755,650,765,635,140,96,5417,0.84s,56%,2.4,0:02:14
1/29/17,2755,2899,0,7171,49,1615,411275,757,2181,674,0,49,50%,2.9,0:03:12,0,0,0,0%,5569,4082,722,591,771,638,109,79,5325,0.88s,56%,2.5,0:02:22
1/30/17,4477,4811,0,15599,1115,2337,974650,1558,6866,1356,0,1115,40%,4.4,0:04:38,0,0,0,0%,11611,7892,1629,1330,1987,1433,372,251,11115,0.74s,49%,3.2,0:03:23
1/31/17,4490,4796,0,14061,795,2537,832441,1504,6162,1301,0,795,41%,4.1,0:04:32,0,0,0,0%,10493,7201,1606,1368,1657,1219,305,212,9998,0.74s,53%,2.9,0:02:54
2/1/17,4405,4785,0,15434,867,2314,1076585,1693,7341,1444,0,867,38%,4.3,0:05:40,0,0,0,0%,11437,7685,1723,1482,1960,1385,314,212,10983,0.71s,48%,3.2,0:03:45
2/2/17,4715,5110,0,16606,933,2650,1076867,1673,7512,1410,0,933,41%,4.5,0:05:34,0,0,0,0%,11939,7946,2673,2341,1685,1232,309,197,11432,0.71s,52%,3.2,0:03:31
2/3/17,4454,4748,0,13083,528,2607,802429,1361,5097,1186,0,528,47%,3.7,0:04:18,0,0,0,0%,10061,7126,1290,1113,1416,1051,316,201,9643,0.74s,55%,2.8,0:02:49
2/4/17,2805,2979,0,6894,66,1724,399656,798,1893,697,0,35,57%,2.4,0:02:52,0,0,0,0%,5262,3917,820,709,660,560,152,76,5010,0.86s,58%,2.3,0:02:14
2/5/17,2339,2507,0,5873,33,1415,327872,675,1570,583,0,31,54%,2.3,0:02:38,0,0,0,0%,4518,3467,680,542,532,465,143,97,4258,0.86s,56%,2.3,0:02:11
2/6/17,4707,5039,0,14778,721,2600,949097,1509,5756,1279,0,721,40%,3.8,0:04:23,0,0,0,0%,11188,7857,1560,1270,1655,1249,375,251,10737,0.74s,52%,2.9,0:03:08
2/7/17,4393,4739,0,14839,736,2288,964006,1523,6231,1312,0,736,41%,4.1,0:05:02,0,0,0,0%,11266,7697,1582,1295,1621,1227,370,244,10717,0.74s,48%,3.1,0:03:23
2/8/17,4324,4634,0,14796,769,2251,982894,1504,6353,1301,0,769,38%,4.2,0:05:01,0,0,0,0%,10891,7422,1952,1705,1671,1222,282,200,10384,0.74s,49%,3.2,0:03:32
2/9/17,4297,4615,0,14936,804,2341,938792,1464,6414,1255,0,804,42%,4.4,0:05:21,0,0,0,0%,11435,7642,1685,1295,1503,1140,313,223,10873,0.72s,51%,3.2,0:03:23
2/10/17,4458,4773,0,13344,791,2631,824400,1323,4793,1130,0,791,45%,3.6,0:04:19,0,0,0,0%,10255,7208,1410,1124,1404,1068,275,204,9803,0.7s,55%,2.8,0:02:53
2/11/17,2857,3066,0,7112,35,1731,384238,826,2162,719,0,35,50%,2.6,0:02:50,0,0,0,0%,5724,4327,692,607,595,539,101,82,5477,0.95s,56%,2.3,0:02:05
2/12/17,3007,3198,0,7785,43,1844,422395,865,2280,761,0,27,55%,2.6,0:02:34,0,0,0,0%,6127,4591,863,732,671,578,124,86,5773,0.89s,58%,2.4,0:02:12
2/13/17,4884,5297,0,17314,975,2634,1051357,1712,7269,1464,0,975,40%,4.2,0:04:40,0,0,0,0%,12434,8573,2757,2346,1740,1309,383,262,11828,0.73s,50%,3.3,0:03:18
2/14/17,4123,4444,0,14702,982,2201,917062,1418,6466,1202,0,982,41%,4.6,0:04:59,0,0,0,0%,10942,7332,1768,1482,1617,1172,375,253,10413,0.71s,50%,3.3,0:03:26
2/15/17,4714,5104,0,15873,805,2566,1052779,1642,6844,1396,0,805,40%,4.2,0:05:02,0,0,0,0%,12263,8306,1473,1276,1783,1324,354,244,11746,0.75s,50%,3.1,0:03:26
2/16/17,4984,5401,0,16582,755,2865,1088848,1643,5639,1358,0,598,44%,3.4,0:04:14,0,0,0,0%,12480,8467,2294,1997,1563,1162,245,179,11966,0.69s,53%,3.1,0:03:22
2/17/17,4153,4470,0,14414,1136,2326,876593,1380,5177,1186,0,635,46%,3.8,0:04:07,0,0,0,0%,10187,7043,2508,2281,1479,1081,240,145,9758,0.77s,52%,3.2,0:03:16
2/18/17,3056,3269,0,7636,52,1915,462391,855,1902,753,0,52,59%,2.2,0:02:23,0,0,0,0%,6088,4527,829,707,622,511,97,67,5754,0.97s,59%,2.3,0:02:21
2/19/17,3790,4006,0,8732,49,2481,464868,904,2092,798,0,36,56%,2.3,0:02:30,0,0,0,0%,7001,5312,952,791,655,563,124,82,6639,0.93s,62%,2.2,0:01:56
2/20/17,5089,5463,0,14683,87,2865,881162,1584,4872,1373,0,84,45%,3.1,0:03:25,0,0,0,0%,11264,8358,1806,1505,1277,1098,336,220,10707,0.78s,52%,2.7,0:02:41
2/21/17,5155,5559,0,17926,714,2764,1177328,1687,6158,1443,0,714,44%,3.7,0:04:19,0,0,0,0%,12197,8385,3503,3240,1867,1349,359,230,11540,0.72s,50%,3.2,0:03:32
2/22/17,4507,4894,0,16003,750,2383,1006097,1593,6349,1360,0,750,42%,4,0:04:38,0,0,0,0%,11907,8143,2057,1755,1667,1263,372,230,11356,0.69s,49%,3.3,0:03:26
2/23/17,4760,5132,0,16391,770,2530,976720,1668,5752,1448,0,556,42%,3.4,0:03:50,0,0,0,0%,12159,8340,2238,1971,1703,1263,291,201,11583,0.76s,49%,3.2,0:03:10
2/24/17,4138,4509,0,14985,987,2307,947407,1459,5986,1226,0,775,46%,4.1,0:04:48,0,0,0,0%,10619,7187,2432,2193,1608,1134,326,194,10152,0.74s,51%,3.3,0:03:30
2/25/17,2937,3150,0,7986,95,1752,468546,852,2383,744,0,59,53%,2.8,0:03:08,0,0,0,0%,6169,4539,1071,915,619,527,127,92,5858,0.96s,56%,2.5,0:02:29
2/26/17,2985,3151,0,7335,86,1789,412044,812,2111,730,0,26,52%,2.6,0:02:43,0,0,0,0%,5751,4424,871,741,615,531,98,72,5416,0.94s,57%,2.3,0:02:11
2/27/17,5046,5488,0,17807,885,2644,1157308,1741,6852,1478,0,885,41%,3.9,0:04:22,0,0,0,0%,13573,9202,1828,1488,2024,1430,382,261,12916,0.7s,48%,3.2,0:03:31
2/28/17,4945,5351,0,17246,769,2547,1131100,1808,7589,1533,0,769,40%,4.2,0:04:41,0,0,0,0%,13012,8909,1888,1524,2005,1387,341,207,12368,0.71s,48%,3.2,0:03:31
3/1/17,4834,5186,0,16917,795,2565,1036341,1677,7027,1454,0,795,42%,4.2,0:03:55,0,0,0,0%,12349,8406,2504,2143,1787,1311,277,196,11739,0.69s,49%,3.3,0:03:20
3/2/17,4852,5222,0,17174,967,2615,1119568,1697,7596,1466,0,967,42%,4.5,0:05:05,0,0,0,0%,12738,8410,2344,1961,1830,1321,262,189,12138,0.72s,50%,3.3,0:03:34
3/3/17,4327,4670,0,14956,674,2370,928931,1513,5837,1296,0,674,44%,3.9,0:04:18,0,0,0,0%,10574,7331,2516,2231,1597,1187,269,190,10101,0.74s,51%,3.2,0:03:19
3/4/17,3026,3219,0,9427,1061,1823,474717,845,2095,750,0,21,54%,2.5,0:02:51,0,0,0,0%,6141,4520,2558,2385,599,516,129,91,5765,0.94s,57%,2.9,0:02:27
3/5/17,3145,3337,0,9071,1058,1935,431114,835,2024,732,0,37,56%,2.4,0:02:18,0,0,0,0%,6045,4564,2256,2100,674,578,96,78,5695,0.96s,58%,2.7,0:02:09
3/6/17,5155,5573,0,17230,961,2794,1095212,1741,5819,1491,0,673,43%,3.3,0:03:50,0,0,0,0%,13289,9194,1608,1330,2009,1368,324,216,12676,0.81s,50%,3.1,0:03:17
3/7/17,5221,5628,0,17270,770,2827,1139238,1755,7384,1496,0,770,40%,4.2,0:05:10,0,0,0,0%,13296,9105,1890,1604,1750,1367,334,226,12712,0.73s,50%,3.1,0:03:22
3/8/17,4802,5187,0,15775,797,2676,1001509,1649,5960,1399,0,520,43%,3.6,0:04:21,0,0,0,0%,11571,7908,2164,1788,1677,1258,363,221,11017,0.72s,52%,3,0:03:13
3/9/17,4975,5393,0,17020,693,2838,1053684,1726,6496,1472,0,693,47%,3.8,0:04:21,0,0,0,0%,12302,8551,2857,2545,1578,1181,283,189,11658,0.81s,53%,3.2,0:03:15
3/10/17,4883,5306,0,15690,562,2902,1004920,1650,5611,1385,0,533,48%,3.4,0:04:14,0,0,0,0%,11798,8219,2077,1775,1520,1141,295,182,11111,0.81s,55%,3,0:03:09
3/11/17,3948,4282,0,9993,188,2621,545481,1072,2527,918,0,41,62%,2.4,0:02:28,0,0,0,0%,7818,5924,1352,1199,706,600,117,86,7324,1.04s,61%,2.3,0:02:07
3/12/17,3850,4064,0,9576,108,2365,526038,954,2613,853,0,54,50%,2.7,0:02:45,0,0,0,0%,7581,5650,1077,931,825,716,93,70,7176,1.06s,58%,2.4,0:02:09
3/13/17,5731,6216,0,18666,701,3139,1210019,1908,7536,1622,0,701,43%,3.9,0:04:33,0,0,0,0%,13707,9607,2559,2164,2050,1519,350,238,13112,0.8s,50%,3,0:03:15
3/14/17,5569,6016,0,18009,680,3027,1179839,1814,7130,1571,0,680,44%,3.9,0:04:48,0,0,0,0%,13303,9290,2452,2112,2009,1471,245,176,12674,0.83s,50%,3,0:03:16
3/15/17,6103,6614,0,19586,556,3252,1307360,1997,7486,1693,0,556,43%,3.7,0:04:21,0,0,0,0%,14514,10199,2605,2241,2183,1683,284,206,13821,0.81s,49%,3,0:03:18
3/16/17,7095,7657,0,22284,718,3718,1430747,2189,8207,1899,0,718,42%,3.7,0:04:28,0,0,0,0%,16024,11294,3252,2771,2696,2090,312,211,15258,0.85s,49%,2.9,0:03:07
3/17/17,6365,6841,0,18249,797,3790,1039008,1734,5497,1512,0,395,52%,3.2,0:03:34,0,0,0,0%,12609,9276,3395,2566,2011,1542,234,152,11905,1.24s,55%,2.7,0:02:32
3/18/17,3675,3921,0,9869,203,2228,558905,1074,2755,953,0,55,57%,2.6,0:02:58,0,0,0,0%,7621,5542,1245,1094,873,691,130,96,7212,1.05s,57%,2.5,0:02:23
3/19/17,3039,3244,0,8357,100,1765,454884,954,2646,839,0,81,53%,2.8,0:02:51,0,0,0,0%,6562,4889,920,818,745,612,130,86,6217,0.81s,54%,2.6,0:02:20
3/20/17,4722,5097,0,16695,538,2401,1022010,1706,6935,1482,0,538,40%,4.1,0:04:37,0,0,0,0%,12650,8582,1943,1571,1757,1309,345,237,12079,0.71s,47%,3.3,0:03:21
3/21/17,4509,4857,0,15896,663,2336,952647,1654,6853,1432,0,663,40%,4.1,0:04:30,0,0,0,0%,12039,8182,1905,1578,1621,1209,331,222,11503,0.72s,48%,3.3,0:03:16
3/22/17,4213,4547,0,13965,533,2258,877279,1487,5378,1294,0,533,45%,3.6,0:04:03,0,0,0,0%,10731,7437,1511,1317,1439,1078,284,180,10216,0.73s,50%,3.1,0:03:13
3/23/17,4126,4447,0,13738,454,2213,849340,1472,5645,1265,0,454,45%,3.8,0:04:32,0,0,0,0%,10268,7159,1736,1537,1509,1129,225,156,9822,0.69s,50%,3.1,0:03:11
3/24/17,3772,4073,0,11829,418,2175,775945,1322,4728,1157,0,418,45%,3.6,0:04:13,0,0,0,0%,8891,6299,1463,1287,1212,930,263,188,8442,0.74s,53%,2.9,0:03:11
3/25/17,2912,3128,0,6977,96,1951,416033,817,1867,711,0,43,59%,2.3,0:02:47,0,0,0,0%,5352,4169,1026,939,516,436,83,65,5089,0.98s,62%,2.2,0:02:13
3/26/17,2778,2967,0,8082,414,1690,450467,796,2122,694,0,37,50%,2.7,0:02:47,0,0,0,0%,5676,4224,1702,1595,612,506,92,73,5409,0.91s,57%,2.7,0:02:32
3/27/17,4534,4918,0,16147,713,2367,1038952,1636,6834,1412,0,713,43%,4.2,0:04:51,0,0,0,0%,12219,8415,1883,1560,1664,1258,381,250,11664,0.71s,48%,3.3,0:03:31
3/28/17,4408,4771,0,15524,613,2333,1060772,1620,6351,1393,0,613,43%,3.9,0:04:41,0,0,0,0%,11730,7890,1835,1543,1594,1198,365,216,11237,0.69s,49%,3.3,0:03:42
3/29/17,4183,4552,0,14182,618,2291,931644,1578,6467,1327,0,618,41%,4.1,0:05:04,0,0,0,0%,10777,7377,1606,1383,1487,1113,312,189,10366,0.73s,50%,3.1,0:03:25
3/30/17,4307,4688,0,15844,783,2220,1054167,1622,6958,1379,0,783,39%,4.3,0:05:01,0,0,0,0%,11989,7807,2016,1666,1546,1175,293,189,11424,0.76s,47%,3.4,0:03:45
3/31/17,3928,4306,0,14186,991,2148,879568,1492,5727,1265,0,519,44%,3.8,0:04:47,0,0,0,0%,10254,7160,2350,2155,1304,1018,278,166,9788,0.77s,50%,3.3,0:03:24
4/1/17,2632,2819,0,6641,55,1653,337083,779,1949,682,0,45,54%,2.5,0:02:19,0,0,0,0%,5251,3909,726,660,556,484,108,71,4968,0.95s,59%,2.4,0:02:00
4/2/17,2680,2861,0,6909,38,1645,399387,808,2146,708,0,34,51%,2.7,0:03:00,0,0,0,0%,5396,4055,803,690,608,516,102,73,5138,0.92s,57%,2.4,0:02:20
4/3/17,4679,5080,0,16225,645,2489,1045481,1689,7031,1432,0,645,41%,4.2,0:04:59,0,0,0,0%,12200,8406,1776,1501,1890,1391,359,232,11616,0.71s,49%,3.2,0:03:26
4/4/17,4614,4987,0,16011,645,2405,1015565,1695,6984,1449,0,645,40%,4.1,0:05:05,0,0,0,0%,11967,8156,1940,1668,1698,1303,406,254,11359,0.76s,48%,3.2,0:03:24
4/5/17,4291,4684,0,14240,523,2327,904019,1683,6391,1429,0,523,45%,3.8,0:04:09,0,0,0,0%,11012,7579,1565,1317,1352,1047,311,204,10538,0.78s,50%,3,0:03:13
4/6/17,4477,4873,0,14376,549,2522,969883,1631,6023,1398,0,549,46%,3.7,0:04:44,0,0,0,0%,11158,7624,1500,1287,1452,1111,266,195,10649,0.79s,52%,3,0:03:19
4/7/17,4047,4371,0,13574,567,2236,951633,1375,5658,1198,0,567,43%,4.1,0:05:10,0,0,0,0%,10375,7038,1471,1300,1479,998,249,167,9919,0.84s,51%,3.1,0:03:38
4/8/17,2642,2840,0,7010,406,1673,401194,836,2052,732,0,43,54%,2.5,0:02:33,0,0,0,0%,5155,3850,1254,1181,499,422,102,74,4927,1.08s,59%,2.5,0:02:21
4/9/17,2658,2846,0,7340,424,1561,418956,811,2401,704,0,424,51%,3,0:03:07,0,0,0,0%,5277,3962,1372,1272,591,512,100,77,5042,0.98s,55%,2.6,0:02:27
4/10/17,4369,4759,0,15526,748,2267,1016638,1640,6361,1388,0,748,41%,3.9,0:04:34,0,0,0,0%,11664,7912,1847,1617,1723,1220,292,208,11123,0.78s,48%,3.3,0:03:34
